transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
3153,1053,2078,7870.53,2023-01-01 00:52:32,0,MasterCard,City-20,Travel,31,Purchase at Merchant-2078
3154,1039,2021,6232.84,2023-01-01 00:52:33,0,Visa,City-9,Travel,55,Purchase at Merchant-2021
3155,1036,2054,3715.17,2023-01-01 00:52:34,0,American Express,City-14,Travel,46,Purchase at Merchant-2054
3156,1008,2020,5905.33,2023-01-01 00:52:35,0,MasterCard,City-26,Travel,54,Purchase at Merchant-2020
3157,1072,2041,7786.02,2023-01-01 00:52:36,0,Visa,City-12,Online Shopping,68,Purchase at Merchant-2041
3158,1076,2056,3486.84,2023-01-01 00:52:37,0,Discover,City-47,Groceries,49,Purchase at Merchant-2056
3159,1095,2049,2857.59,2023-01-01 00:52:38,0,Discover,City-20,Groceries,18,Purchase at Merchant-2049
3160,1023,2004,8436.62,2023-01-01 00:52:39,1,Discover,City-22,Travel,67,Purchase at Merchant-2004
3161,1081,2078,9458.24,2023-01-01 00:52:40,0,Discover,City-33,Groceries,53,Purchase at Merchant-2078
3162,1087,2032,2520.3,2023-01-01 00:52:41,1,MasterCard,City-35,Groceries,46,Purchase at Merchant-2032
3163,1055,2010,8417.37,2023-01-01 00:52:42,0,MasterCard,City-47,Groceries,48,Purchase at Merchant-2010
3164,1072,2035,1377.22,2023-01-01 00:52:43,1,Discover,City-19,Groceries,20,Purchase at Merchant-2035
3165,1064,2016,8102.78,2023-01-01 00:52:44,0,Visa,City-46,Restaurant,22,Purchase at Merchant-2016
3166,1007,2069,4622.84,2023-01-01 00:52:45,0,MasterCard,City-25,Groceries,38,Purchase at Merchant-2069
3167,1045,2015,37.29,2023-01-01 00:52:46,1,American Express,City-48,Online Shopping,60,Purchase at Merchant-2015
3168,1083,2088,450.79,2023-01-01 00:52:47,0,American Express,City-38,Groceries,28,Purchase at Merchant-2088
3169,1086,2071,603.39,2023-01-01 00:52:48,1,MasterCard,City-14,Online Shopping,65,Purchase at Merchant-2071
3170,1049,2053,1193.91,2023-01-01 00:52:49,1,Visa,City-29,Gas Station,37,Purchase at Merchant-2053
3171,1068,2009,7838.17,2023-01-01 00:52:50,1,Discover,City-5,Travel,61,Purchase at Merchant-2009
3172,1041,2043,1235.14,2023-01-01 00:52:51,1,MasterCard,City-18,Groceries,29,Purchase at Merchant-2043
3173,1090,2082,2080.12,2023-01-01 00:52:52,1,Visa,City-30,Online Shopping,35,Purchase at Merchant-2082
3174,1054,2012,8062.91,2023-01-01 00:52:53,1,American Express,City-42,Gas Station,36,Purchase at Merchant-2012
3175,1053,2047,7369.46,2023-01-01 00:52:54,1,American Express,City-36,Travel,33,Purchase at Merchant-2047
3176,1020,2043,4131.6,2023-01-01 00:52:55,1,Discover,City-32,Retail,23,Purchase at Merchant-2043
3177,1039,2100,2306.21,2023-01-01 00:52:56,1,American Express,City-23,Groceries,20,Purchase at Merchant-2100
3178,1049,2035,4498.76,2023-01-01 00:52:57,0,Discover,City-2,Restaurant,26,Purchase at Merchant-2035
3179,1024,2019,2768.94,2023-01-01 00:52:58,0,MasterCard,City-34,Restaurant,57,Purchase at Merchant-2019
3180,1097,2029,9432.66,2023-01-01 00:52:59,1,American Express,City-43,Retail,54,Purchase at Merchant-2029
3181,1069,2036,4894.95,2023-01-01 00:53:00,1,Discover,City-2,Restaurant,31,Purchase at Merchant-2036
3182,1061,2002,4243.81,2023-01-01 00:53:01,1,Visa,City-23,Restaurant,69,Purchase at Merchant-2002
3183,1031,2013,435.81,2023-01-01 00:53:02,1,American Express,City-42,Groceries,27,Purchase at Merchant-2013
3184,1029,2049,141.16,2023-01-01 00:53:03,0,Discover,City-45,Gas Station,24,Purchase at Merchant-2049
3185,1039,2029,983.31,2023-01-01 00:53:04,0,Discover,City-30,Online Shopping,19,Purchase at Merchant-2029
3186,1091,2049,7270.36,2023-01-01 00:53:05,0,MasterCard,City-41,Gas Station,31,Purchase at Merchant-2049
3187,1019,2014,3668.78,2023-01-01 00:53:06,1,Visa,City-5,Restaurant,43,Purchase at Merchant-2014
3188,1060,2016,1082.95,2023-01-01 00:53:07,0,MasterCard,City-5,Online Shopping,48,Purchase at Merchant-2016
3189,1008,2023,5931.55,2023-01-01 00:53:08,0,Discover,City-32,Restaurant,59,Purchase at Merchant-2023
3190,1072,2068,8685.64,2023-01-01 00:53:09,1,Visa,City-34,Gas Station,34,Purchase at Merchant-2068
3191,1053,2094,1090.73,2023-01-01 00:53:10,1,Discover,City-17,Retail,70,Purchase at Merchant-2094
3192,1054,2040,3433.76,2023-01-01 00:53:11,0,Visa,City-41,Restaurant,20,Purchase at Merchant-2040
3193,1072,2076,617.42,2023-01-01 00:53:12,0,American Express,City-20,Restaurant,20,Purchase at Merchant-2076
3194,1068,2063,853.51,2023-01-01 00:53:13,1,American Express,City-18,Online Shopping,55,Purchase at Merchant-2063
3195,1018,2013,5088.55,2023-01-01 00:53:14,0,Visa,City-4,Restaurant,29,Purchase at Merchant-2013
3196,1050,2068,4091.78,2023-01-01 00:53:15,0,MasterCard,City-4,Travel,64,Purchase at Merchant-2068
3197,1032,2045,1025.65,2023-01-01 00:53:16,0,Discover,City-10,Retail,39,Purchase at Merchant-2045
3198,1033,2090,548.29,2023-01-01 00:53:17,0,Visa,City-47,Online Shopping,70,Purchase at Merchant-2090
3199,1027,2074,7129.09,2023-01-01 00:53:18,0,MasterCard,City-32,Online Shopping,67,Purchase at Merchant-2074
3200,1043,2037,3328.07,2023-01-01 00:53:19,1,American Express,City-17,Restaurant,60,Purchase at Merchant-2037
3201,1083,2071,9688.07,2023-01-01 00:53:20,1,Visa,City-50,Groceries,64,Purchase at Merchant-2071
3202,1011,2035,8131.84,2023-01-01 00:53:21,1,Discover,City-33,Restaurant,34,Purchase at Merchant-2035
3203,1058,2078,2884.38,2023-01-01 00:53:22,0,MasterCard,City-39,Restaurant,27,Purchase at Merchant-2078
3204,1048,2013,9699.99,2023-01-01 00:53:23,1,Visa,City-17,Retail,49,Purchase at Merchant-2013
3205,1012,2007,9539.34,2023-01-01 00:53:24,1,MasterCard,City-11,Retail,19,Purchase at Merchant-2007
3206,1069,2022,4925.41,2023-01-01 00:53:25,0,MasterCard,City-18,Restaurant,68,Purchase at Merchant-2022
3207,1093,2041,2002.95,2023-01-01 00:53:26,1,Visa,City-20,Online Shopping,55,Purchase at Merchant-2041
3208,1025,2097,4012.17,2023-01-01 00:53:27,1,Discover,City-15,Gas Station,50,Purchase at Merchant-2097
3209,1007,2050,1150.92,2023-01-01 00:53:28,0,Discover,City-29,Restaurant,31,Purchase at Merchant-2050
3210,1035,2024,1973.57,2023-01-01 00:53:29,0,Discover,City-39,Travel,24,Purchase at Merchant-2024
3211,1049,2045,184.12,2023-01-01 00:53:30,0,Discover,City-14,Travel,62,Purchase at Merchant-2045
3212,1087,2095,4356.61,2023-01-01 00:53:31,0,Discover,City-26,Retail,50,Purchase at Merchant-2095
3213,1078,2087,3495.85,2023-01-01 00:53:32,1,American Express,City-25,Online Shopping,25,Purchase at Merchant-2087
3214,1078,2069,8595.45,2023-01-01 00:53:33,0,American Express,City-28,Travel,52,Purchase at Merchant-2069
3215,1006,2071,6766.9,2023-01-01 00:53:34,0,Visa,City-4,Restaurant,21,Purchase at Merchant-2071
3216,1010,2077,4473.73,2023-01-01 00:53:35,0,American Express,City-19,Groceries,33,Purchase at Merchant-2077
3217,1025,2052,7037.04,2023-01-01 00:53:36,1,MasterCard,City-20,Restaurant,67,Purchase at Merchant-2052
3218,1098,2062,5965.64,2023-01-01 00:53:37,1,MasterCard,City-35,Groceries,35,Purchase at Merchant-2062
3219,1076,2076,4966.78,2023-01-01 00:53:38,0,American Express,City-49,Groceries,30,Purchase at Merchant-2076
3220,1093,2017,2053.57,2023-01-01 00:53:39,0,MasterCard,City-26,Gas Station,19,Purchase at Merchant-2017
3221,1086,2034,5616.97,2023-01-01 00:53:40,0,Visa,City-48,Groceries,47,Purchase at Merchant-2034
3222,1072,2002,3344.29,2023-01-01 00:53:41,0,Discover,City-30,Travel,24,Purchase at Merchant-2002
3223,1028,2088,9997.59,2023-01-01 00:53:42,1,American Express,City-8,Groceries,37,Purchase at Merchant-2088
3224,1062,2066,8038.5,2023-01-01 00:53:43,0,MasterCard,City-8,Restaurant,70,Purchase at Merchant-2066
3225,1027,2092,7772.28,2023-01-01 00:53:44,0,American Express,City-35,Restaurant,52,Purchase at Merchant-2092
3226,1043,2020,6073.56,2023-01-01 00:53:45,1,MasterCard,City-34,Restaurant,68,Purchase at Merchant-2020
3227,1039,2085,1574.28,2023-01-01 00:53:46,0,MasterCard,City-5,Travel,53,Purchase at Merchant-2085
3228,1002,2017,8100.56,2023-01-01 00:53:47,0,Discover,City-27,Gas Station,59,Purchase at Merchant-2017
3229,1028,2019,9388.02,2023-01-01 00:53:48,0,Visa,City-5,Groceries,31,Purchase at Merchant-2019
3230,1025,2049,9220.47,2023-01-01 00:53:49,1,Discover,City-34,Restaurant,20,Purchase at Merchant-2049
3231,1095,2073,8384.92,2023-01-01 00:53:50,1,Visa,City-11,Travel,39,Purchase at Merchant-2073
3232,1016,2095,8897.47,2023-01-01 00:53:51,1,American Express,City-48,Restaurant,65,Purchase at Merchant-2095
3233,1096,2035,4373.72,2023-01-01 00:53:52,1,Visa,City-32,Retail,37,Purchase at Merchant-2035
3234,1097,2007,1497.65,2023-01-01 00:53:53,1,MasterCard,City-46,Gas Station,40,Purchase at Merchant-2007
3235,1062,2093,3538.81,2023-01-01 00:53:54,0,Visa,City-29,Gas Station,19,Purchase at Merchant-2093
3236,1032,2082,650.1,2023-01-01 00:53:55,0,American Express,City-42,Restaurant,68,Purchase at Merchant-2082
3237,1090,2048,2413.07,2023-01-01 00:53:56,1,Discover,City-15,Restaurant,68,Purchase at Merchant-2048
3238,1078,2091,1390.84,2023-01-01 00:53:57,1,MasterCard,City-19,Retail,53,Purchase at Merchant-2091
3239,1091,2100,8538.96,2023-01-01 00:53:58,1,MasterCard,City-29,Gas Station,26,Purchase at Merchant-2100
3240,1027,2032,199.62,2023-01-01 00:53:59,0,Visa,City-30,Travel,49,Purchase at Merchant-2032
3241,1051,2087,585.23,2023-01-01 00:54:00,0,MasterCard,City-19,Travel,58,Purchase at Merchant-2087
3242,1031,2078,2667.38,2023-01-01 00:54:01,1,Discover,City-38,Gas Station,40,Purchase at Merchant-2078
3243,1071,2054,4153.89,2023-01-01 00:54:02,1,Discover,City-27,Online Shopping,61,Purchase at Merchant-2054
3244,1042,2091,1010.67,2023-01-01 00:54:03,0,Discover,City-29,Online Shopping,56,Purchase at Merchant-2091
3245,1100,2059,9651.16,2023-01-01 00:54:04,1,American Express,City-34,Restaurant,52,Purchase at Merchant-2059
3246,1037,2024,6272.11,2023-01-01 00:54:05,0,American Express,City-48,Restaurant,69,Purchase at Merchant-2024
3247,1049,2057,259.08,2023-01-01 00:54:06,1,American Express,City-19,Online Shopping,63,Purchase at Merchant-2057
3248,1060,2046,687.43,2023-01-01 00:54:07,1,American Express,City-24,Groceries,43,Purchase at Merchant-2046
3249,1069,2060,1173.63,2023-01-01 00:54:08,1,MasterCard,City-45,Travel,51,Purchase at Merchant-2060
3250,1084,2065,4474.84,2023-01-01 00:54:09,0,Discover,City-9,Gas Station,41,Purchase at Merchant-2065
3251,1046,2037,4861.68,2023-01-01 00:54:10,1,Visa,City-30,Retail,53,Purchase at Merchant-2037
3252,1040,2036,4678.91,2023-01-01 00:54:11,0,American Express,City-16,Travel,24,Purchase at Merchant-2036
3253,1034,2055,9140.15,2023-01-01 00:54:12,0,Visa,City-45,Restaurant,56,Purchase at Merchant-2055
3254,1047,2067,383.13,2023-01-01 00:54:13,1,Visa,City-16,Travel,49,Purchase at Merchant-2067
3255,1066,2092,7492.74,2023-01-01 00:54:14,0,Discover,City-42,Online Shopping,35,Purchase at Merchant-2092
3256,1064,2030,2634.31,2023-01-01 00:54:15,0,Visa,City-41,Retail,50,Purchase at Merchant-2030
3257,1060,2040,2367.16,2023-01-01 00:54:16,1,American Express,City-41,Online Shopping,53,Purchase at Merchant-2040
3258,1013,2082,7685.04,2023-01-01 00:54:17,1,American Express,City-7,Online Shopping,61,Purchase at Merchant-2082
3259,1093,2012,5524.83,2023-01-01 00:54:18,0,Discover,City-41,Groceries,62,Purchase at Merchant-2012
3260,1061,2040,8207.27,2023-01-01 00:54:19,1,Visa,City-34,Restaurant,68,Purchase at Merchant-2040
3261,1098,2053,5633.58,2023-01-01 00:54:20,0,American Express,City-34,Travel,37,Purchase at Merchant-2053
3262,1041,2099,7002.34,2023-01-01 00:54:21,1,MasterCard,City-7,Retail,44,Purchase at Merchant-2099
3263,1027,2041,7078.0,2023-01-01 00:54:22,0,American Express,City-21,Retail,59,Purchase at Merchant-2041
3264,1048,2012,6967.42,2023-01-01 00:54:23,0,Visa,City-27,Travel,46,Purchase at Merchant-2012
3265,1041,2082,5745.95,2023-01-01 00:54:24,0,Discover,City-32,Online Shopping,34,Purchase at Merchant-2082
3266,1053,2011,3157.32,2023-01-01 00:54:25,0,Discover,City-21,Groceries,52,Purchase at Merchant-2011
3267,1006,2010,6680.42,2023-01-01 00:54:26,1,American Express,City-19,Groceries,27,Purchase at Merchant-2010
3268,1073,2094,7080.21,2023-01-01 00:54:27,1,American Express,City-8,Retail,28,Purchase at Merchant-2094
3269,1029,2031,3173.49,2023-01-01 00:54:28,1,Visa,City-14,Restaurant,30,Purchase at Merchant-2031
3270,1095,2012,1729.48,2023-01-01 00:54:29,1,MasterCard,City-22,Groceries,28,Purchase at Merchant-2012
3271,1019,2022,2562.66,2023-01-01 00:54:30,1,MasterCard,City-18,Travel,68,Purchase at Merchant-2022
3272,1003,2074,6092.4,2023-01-01 00:54:31,1,American Express,City-41,Online Shopping,52,Purchase at Merchant-2074
3273,1034,2008,388.6,2023-01-01 00:54:32,1,Discover,City-50,Online Shopping,43,Purchase at Merchant-2008
3274,1071,2011,5900.56,2023-01-01 00:54:33,1,MasterCard,City-41,Retail,34,Purchase at Merchant-2011
3275,1075,2096,6469.37,2023-01-01 00:54:34,0,American Express,City-23,Restaurant,28,Purchase at Merchant-2096
3276,1075,2037,5983.35,2023-01-01 00:54:35,0,Discover,City-22,Gas Station,70,Purchase at Merchant-2037
3277,1093,2071,4974.09,2023-01-01 00:54:36,1,MasterCard,City-43,Restaurant,39,Purchase at Merchant-2071
3278,1054,2064,9126.63,2023-01-01 00:54:37,0,Discover,City-29,Gas Station,18,Purchase at Merchant-2064
3279,1038,2002,7835.43,2023-01-01 00:54:38,1,MasterCard,City-39,Online Shopping,37,Purchase at Merchant-2002
3280,1020,2055,5296.59,2023-01-01 00:54:39,0,American Express,City-30,Groceries,44,Purchase at Merchant-2055
3281,1026,2087,4933.32,2023-01-01 00:54:40,0,Discover,City-41,Restaurant,35,Purchase at Merchant-2087
3282,1043,2066,2244.57,2023-01-01 00:54:41,1,Visa,City-2,Gas Station,47,Purchase at Merchant-2066
3283,1030,2094,660.54,2023-01-01 00:54:42,1,Visa,City-47,Restaurant,23,Purchase at Merchant-2094
3284,1049,2018,4637.85,2023-01-01 00:54:43,0,Discover,City-30,Gas Station,62,Purchase at Merchant-2018
3285,1073,2062,4395.78,2023-01-01 00:54:44,1,MasterCard,City-39,Groceries,65,Purchase at Merchant-2062
3286,1032,2064,1211.58,2023-01-01 00:54:45,0,American Express,City-47,Online Shopping,62,Purchase at Merchant-2064
3287,1064,2066,4151.62,2023-01-01 00:54:46,0,American Express,City-4,Retail,68,Purchase at Merchant-2066
3288,1071,2088,6033.84,2023-01-01 00:54:47,1,Visa,City-31,Restaurant,49,Purchase at Merchant-2088
3289,1084,2087,7501.57,2023-01-01 00:54:48,0,American Express,City-29,Groceries,36,Purchase at Merchant-2087
3290,1088,2069,1029.53,2023-01-01 00:54:49,1,Visa,City-42,Gas Station,26,Purchase at Merchant-2069
3291,1044,2090,9081.68,2023-01-01 00:54:50,0,Discover,City-4,Travel,42,Purchase at Merchant-2090
3292,1033,2016,9554.97,2023-01-01 00:54:51,1,Discover,City-20,Travel,41,Purchase at Merchant-2016
3293,1098,2052,1492.91,2023-01-01 00:54:52,0,American Express,City-41,Groceries,70,Purchase at Merchant-2052
3294,1063,2002,4854.7,2023-01-01 00:54:53,0,Visa,City-41,Retail,70,Purchase at Merchant-2002
3295,1093,2079,9525.94,2023-01-01 00:54:54,0,MasterCard,City-24,Restaurant,52,Purchase at Merchant-2079
3296,1083,2025,4855.36,2023-01-01 00:54:55,1,Discover,City-22,Online Shopping,52,Purchase at Merchant-2025
3297,1095,2096,5714.47,2023-01-01 00:54:56,0,American Express,City-14,Gas Station,69,Purchase at Merchant-2096
3298,1063,2001,2489.94,2023-01-01 00:54:57,0,American Express,City-2,Groceries,37,Purchase at Merchant-2001
3299,1059,2092,8310.86,2023-01-01 00:54:58,1,MasterCard,City-2,Travel,21,Purchase at Merchant-2092
3300,1022,2055,7624.33,2023-01-01 00:54:59,0,Visa,City-5,Retail,44,Purchase at Merchant-2055
3301,1094,2090,4374.57,2023-01-01 00:55:00,1,MasterCard,City-32,Gas Station,45,Purchase at Merchant-2090
3302,1046,2069,2117.24,2023-01-01 00:55:01,1,Discover,City-13,Retail,68,Purchase at Merchant-2069
3303,1022,2096,6891.95,2023-01-01 00:55:02,0,MasterCard,City-7,Gas Station,23,Purchase at Merchant-2096
3304,1018,2045,5158.73,2023-01-01 00:55:03,1,American Express,City-50,Groceries,27,Purchase at Merchant-2045
3305,1093,2032,5913.84,2023-01-01 00:55:04,1,American Express,City-17,Retail,35,Purchase at Merchant-2032
3306,1070,2095,2898.17,2023-01-01 00:55:05,0,American Express,City-7,Travel,40,Purchase at Merchant-2095
3307,1063,2085,5688.94,2023-01-01 00:55:06,0,Visa,City-10,Online Shopping,19,Purchase at Merchant-2085
3308,1024,2068,1148.25,2023-01-01 00:55:07,1,Visa,City-31,Travel,23,Purchase at Merchant-2068
3309,1070,2088,6109.36,2023-01-01 00:55:08,0,Discover,City-12,Gas Station,22,Purchase at Merchant-2088
3310,1083,2078,8072.06,2023-01-01 00:55:09,0,Discover,City-23,Retail,45,Purchase at Merchant-2078
3311,1008,2006,679.29,2023-01-01 00:55:10,0,MasterCard,City-38,Gas Station,60,Purchase at Merchant-2006
3312,1068,2078,8227.23,2023-01-01 00:55:11,1,Visa,City-12,Gas Station,20,Purchase at Merchant-2078
3313,1005,2058,2648.5,2023-01-01 00:55:12,0,MasterCard,City-7,Gas Station,69,Purchase at Merchant-2058
3314,1010,2022,8835.42,2023-01-01 00:55:13,1,American Express,City-41,Groceries,24,Purchase at Merchant-2022
3315,1086,2087,8482.73,2023-01-01 00:55:14,0,Discover,City-12,Groceries,28,Purchase at Merchant-2087
3316,1007,2098,9557.99,2023-01-01 00:55:15,1,Visa,City-37,Retail,69,Purchase at Merchant-2098
3317,1098,2068,1404.27,2023-01-01 00:55:16,0,Discover,City-41,Gas Station,58,Purchase at Merchant-2068
3318,1001,2029,2151.28,2023-01-01 00:55:17,0,American Express,City-36,Groceries,35,Purchase at Merchant-2029
3319,1053,2023,519.3,2023-01-01 00:55:18,0,Discover,City-23,Restaurant,63,Purchase at Merchant-2023
3320,1018,2010,4612.81,2023-01-01 00:55:19,0,Visa,City-25,Groceries,25,Purchase at Merchant-2010
3321,1081,2047,9041.72,2023-01-01 00:55:20,1,American Express,City-29,Travel,53,Purchase at Merchant-2047
3322,1030,2018,8444.07,2023-01-01 00:55:21,0,MasterCard,City-45,Retail,24,Purchase at Merchant-2018
3323,1009,2066,1065.85,2023-01-01 00:55:22,1,Discover,City-9,Retail,24,Purchase at Merchant-2066
3324,1091,2046,4113.31,2023-01-01 00:55:23,1,American Express,City-17,Travel,62,Purchase at Merchant-2046
3325,1020,2007,8411.86,2023-01-01 00:55:24,1,MasterCard,City-4,Travel,44,Purchase at Merchant-2007
3326,1002,2055,6610.95,2023-01-01 00:55:25,0,MasterCard,City-24,Gas Station,21,Purchase at Merchant-2055
3327,1028,2064,6596.05,2023-01-01 00:55:26,0,MasterCard,City-24,Restaurant,47,Purchase at Merchant-2064
3328,1065,2049,6311.94,2023-01-01 00:55:27,0,MasterCard,City-22,Groceries,43,Purchase at Merchant-2049
3329,1059,2022,6607.8,2023-01-01 00:55:28,0,American Express,City-42,Groceries,29,Purchase at Merchant-2022
3330,1048,2048,2602.32,2023-01-01 00:55:29,1,Discover,City-41,Travel,65,Purchase at Merchant-2048
3331,1008,2015,8497.7,2023-01-01 00:55:30,0,Visa,City-11,Restaurant,24,Purchase at Merchant-2015
3332,1080,2044,9020.34,2023-01-01 00:55:31,1,Visa,City-21,Travel,19,Purchase at Merchant-2044
3333,1082,2087,5462.02,2023-01-01 00:55:32,0,Visa,City-7,Restaurant,55,Purchase at Merchant-2087
3334,1086,2032,9732.66,2023-01-01 00:55:33,0,Visa,City-32,Online Shopping,70,Purchase at Merchant-2032
3335,1079,2070,846.05,2023-01-01 00:55:34,0,American Express,City-31,Gas Station,43,Purchase at Merchant-2070
3336,1062,2099,3700.08,2023-01-01 00:55:35,1,Visa,City-19,Retail,57,Purchase at Merchant-2099
3337,1085,2016,7021.15,2023-01-01 00:55:36,1,MasterCard,City-41,Groceries,59,Purchase at Merchant-2016
3338,1063,2038,6155.94,2023-01-01 00:55:37,1,Discover,City-35,Retail,64,Purchase at Merchant-2038
3339,1003,2039,5134.42,2023-01-01 00:55:38,0,Visa,City-23,Travel,28,Purchase at Merchant-2039
3340,1001,2062,5049.52,2023-01-01 00:55:39,1,American Express,City-28,Groceries,44,Purchase at Merchant-2062
3341,1069,2038,9930.58,2023-01-01 00:55:40,0,Visa,City-21,Online Shopping,64,Purchase at Merchant-2038
3342,1071,2034,5851.28,2023-01-01 00:55:41,1,American Express,City-10,Gas Station,29,Purchase at Merchant-2034
3343,1053,2028,9009.32,2023-01-01 00:55:42,1,MasterCard,City-42,Groceries,23,Purchase at Merchant-2028
3344,1002,2001,8975.49,2023-01-01 00:55:43,1,Discover,City-26,Gas Station,42,Purchase at Merchant-2001
3345,1003,2095,844.17,2023-01-01 00:55:44,1,American Express,City-20,Gas Station,53,Purchase at Merchant-2095
3346,1068,2081,4450.12,2023-01-01 00:55:45,1,Visa,City-10,Retail,35,Purchase at Merchant-2081
3347,1093,2073,233.91,2023-01-01 00:55:46,0,MasterCard,City-49,Groceries,48,Purchase at Merchant-2073
3348,1036,2051,8364.44,2023-01-01 00:55:47,1,Discover,City-48,Restaurant,29,Purchase at Merchant-2051
3349,1069,2028,5041.46,2023-01-01 00:55:48,0,Visa,City-18,Retail,64,Purchase at Merchant-2028
3350,1037,2040,5880.6,2023-01-01 00:55:49,0,Discover,City-14,Retail,19,Purchase at Merchant-2040
3351,1003,2083,2904.77,2023-01-01 00:55:50,0,MasterCard,City-29,Retail,28,Purchase at Merchant-2083
3352,1065,2066,6618.25,2023-01-01 00:55:51,0,Visa,City-20,Travel,21,Purchase at Merchant-2066
3353,1090,2005,315.05,2023-01-01 00:55:52,1,Visa,City-10,Groceries,42,Purchase at Merchant-2005
3354,1087,2060,8205.28,2023-01-01 00:55:53,0,Visa,City-33,Groceries,30,Purchase at Merchant-2060
3355,1056,2080,715.39,2023-01-01 00:55:54,0,American Express,City-48,Online Shopping,22,Purchase at Merchant-2080
3356,1023,2063,5470.72,2023-01-01 00:55:55,0,Visa,City-9,Gas Station,68,Purchase at Merchant-2063
3357,1014,2008,3996.03,2023-01-01 00:55:56,0,American Express,City-10,Gas Station,37,Purchase at Merchant-2008
3358,1013,2046,2607.76,2023-01-01 00:55:57,0,Visa,City-2,Groceries,22,Purchase at Merchant-2046
3359,1068,2001,5355.69,2023-01-01 00:55:58,0,Visa,City-12,Restaurant,69,Purchase at Merchant-2001
3360,1020,2079,1615.56,2023-01-01 00:55:59,1,American Express,City-9,Online Shopping,20,Purchase at Merchant-2079
3361,1031,2059,1211.23,2023-01-01 00:56:00,1,Visa,City-4,Gas Station,55,Purchase at Merchant-2059
3362,1025,2043,9468.56,2023-01-01 00:56:01,1,MasterCard,City-18,Gas Station,26,Purchase at Merchant-2043
3363,1080,2039,8835.58,2023-01-01 00:56:02,0,MasterCard,City-5,Gas Station,35,Purchase at Merchant-2039
3364,1068,2046,5224.24,2023-01-01 00:56:03,0,American Express,City-1,Gas Station,34,Purchase at Merchant-2046
3365,1033,2014,7377.08,2023-01-01 00:56:04,1,Visa,City-27,Groceries,31,Purchase at Merchant-2014
3366,1046,2001,2339.05,2023-01-01 00:56:05,1,American Express,City-19,Restaurant,29,Purchase at Merchant-2001
3367,1035,2045,9828.73,2023-01-01 00:56:06,0,Visa,City-37,Gas Station,55,Purchase at Merchant-2045
3368,1051,2093,9725.47,2023-01-01 00:56:07,1,Visa,City-26,Travel,40,Purchase at Merchant-2093
3369,1011,2024,3744.25,2023-01-01 00:56:08,1,Visa,City-3,Travel,65,Purchase at Merchant-2024
3370,1048,2052,9325.74,2023-01-01 00:56:09,0,American Express,City-30,Travel,37,Purchase at Merchant-2052
3371,1052,2046,5395.61,2023-01-01 00:56:10,1,Discover,City-11,Restaurant,18,Purchase at Merchant-2046
3372,1059,2002,626.53,2023-01-01 00:56:11,0,MasterCard,City-25,Groceries,60,Purchase at Merchant-2002
3373,1073,2013,266.67,2023-01-01 00:56:12,0,American Express,City-22,Groceries,40,Purchase at Merchant-2013
3374,1032,2056,5405.55,2023-01-01 00:56:13,0,Discover,City-11,Online Shopping,69,Purchase at Merchant-2056
3375,1090,2063,4193.69,2023-01-01 00:56:14,1,Visa,City-46,Retail,45,Purchase at Merchant-2063
3376,1029,2026,3208.78,2023-01-01 00:56:15,1,MasterCard,City-4,Groceries,51,Purchase at Merchant-2026
3377,1039,2011,6669.17,2023-01-01 00:56:16,1,Visa,City-44,Groceries,62,Purchase at Merchant-2011
3378,1088,2068,8289.82,2023-01-01 00:56:17,0,MasterCard,City-7,Groceries,42,Purchase at Merchant-2068
3379,1011,2066,1806.5,2023-01-01 00:56:18,1,Visa,City-47,Restaurant,36,Purchase at Merchant-2066
3380,1084,2020,1897.25,2023-01-01 00:56:19,0,Visa,City-18,Retail,27,Purchase at Merchant-2020
3381,1084,2053,5638.66,2023-01-01 00:56:20,0,Discover,City-33,Gas Station,54,Purchase at Merchant-2053
3382,1098,2016,3002.56,2023-01-01 00:56:21,1,Discover,City-30,Retail,69,Purchase at Merchant-2016
3383,1005,2063,4038.26,2023-01-01 00:56:22,1,American Express,City-27,Travel,43,Purchase at Merchant-2063
3384,1012,2001,7648.45,2023-01-01 00:56:23,0,Discover,City-4,Online Shopping,65,Purchase at Merchant-2001
3385,1052,2020,6683.16,2023-01-01 00:56:24,1,Visa,City-40,Online Shopping,25,Purchase at Merchant-2020
3386,1049,2099,9342.15,2023-01-01 00:56:25,0,MasterCard,City-27,Travel,63,Purchase at Merchant-2099
3387,1049,2085,5113.87,2023-01-01 00:56:26,1,Visa,City-29,Retail,49,Purchase at Merchant-2085
3388,1071,2033,5001.85,2023-01-01 00:56:27,1,MasterCard,City-15,Retail,29,Purchase at Merchant-2033
3389,1061,2029,8173.25,2023-01-01 00:56:28,0,American Express,City-29,Groceries,67,Purchase at Merchant-2029
3390,1008,2061,2711.46,2023-01-01 00:56:29,1,Discover,City-11,Online Shopping,35,Purchase at Merchant-2061
3391,1082,2051,1661.84,2023-01-01 00:56:30,0,Discover,City-24,Gas Station,68,Purchase at Merchant-2051
3392,1002,2048,6707.42,2023-01-01 00:56:31,0,Discover,City-3,Retail,66,Purchase at Merchant-2048
3393,1090,2039,5601.29,2023-01-01 00:56:32,1,American Express,City-4,Online Shopping,47,Purchase at Merchant-2039
